'NitricOxide','NitrogenDioxide','OxidesofNitrogen','Ozone','WindSpeed','ResultantWindSpeed','ResultantWindDirection','MaximumWindGust','Std.Dev.WindDirection','OutdoorTemperature','DewPointTemperature','RelativeHumidity','SolarRadiation','PM2.5'
-0.1,6.6,7.9,27,2.4,1.7,146,6.3,44,50,21.1,31.9,0.449,5.8
1.7,10.6,13.5,24,2.4,2,158,6.5,33,51.1,21.7,31.3,0.366,8.7
12.1,24.5,35.2,14,2.9,2.7,171,6.3,21,51.2,22.4,32.1,0.109,12.1
34.9,37,69.6,3,1.3,1.3,149,3.5,15,50.2,23.2,34.4,0,16
114.7,41,153.7,3,2.5,2.5,182,4.7,11,48.7,24.2,37.8,0,31.2
44.5,31.9,74.5,2,4.6,4.4,314,7.5,15,39.7,25.5,56.5,0,17.1
5.8,25.5,29.5,5,3.1,3,318,5.8,17,37.5,24.4,59,0,7.8
6.2,26,30.3,4,3.7,3.4,315,6.7,23,36.3,22.9,58,0,4
3.4,20.4,22.1,7,2.5,2.1,340,3.9,30,34.9,22.6,60.8,0,1.9
4,18.4,20.7,11,3.9,3.5,360,10.4,26,35,21.7,58,0,3
6.6,21,26.1,9,4.5,4.3,304,7.6,14,33.8,21.2,59.7,0,3.1
33.6,24.2,59.4,1,2.1,1.6,289,6.7,40,33.1,23.6,67.7,0,8.7
90.4,28.8,121.2,1,1.9,1,157,5.7,57,33.1,23.7,68.1,0.09,16.7
57.7,24.9,83.9,3,3.6,3.3,266,7.2,25,36,23.4,60,0.355,19.4
33.8,22.2,57.3,7,4.4,4,253,10.3,23,39.4,22,49.9,0.608,13.3
15,17.3,33.9,15,4.9,4.5,272,10.2,23,42.8,18.8,38.1,0.802,6.8
6.9,13.5,21.7,21,5.2,4.7,296,11,24,45.7,16.7,31.1,0.907,3.9
3.2,9.7,13.7,28,5.8,5.5,320,11.8,17,48.7,14.6,25.5,0.919,2.7
0.1,2.8,3.4,37,7.1,6.4,343,12.9,24,51.2,10.4,19.3,0.826,0.6
-1.9,1.8,1.3,38,6,5.4,354,10.9,25,52.6,8.8,17,0.645,1.5
-1.2,4.5,4.6,35,2.8,1.7,15,7.1,49,53.4,9,16.7,0.38,1.5
5.3,13.7,17.7,30,1.6,0.5,264,4.3,67,53.3,7.5,15.4,0.118,3
67.8,43.7,109.6,4,1.7,1.6,228,3.5,21,52.1,10.5,18.5,0,13.8
35.6,31.2,66.3,0,2.4,2,122,3.8,32,40.2,19.6,43.3,0,10.9
27.7,27.9,55.1,0,3.2,2.9,143,5.5,23,39.2,20.2,46.3,0,9.2
17.7,28,45.4,1,2.8,2.3,71,4.9,34,39.5,19.4,43.9,0,6.7
1.9,17.2,19,11,3.9,3.4,28,10.2,28,39.7,19.2,43.4,0,2.5
2.2,20.1,22,12,4.3,4,35,11.2,22,39.4,18.9,43.3,0,2.6
1.2,16.8,18,14,4.3,3.9,48,9.3,26,38.4,18.9,45.1,0,2.3
-4,13.1,12.1,11,5.5,5.3,41,11.7,16,37.7,19.4,47.3,0,5.2
-0.8,18.4,20.4,7,2.5,2,64,5.1,37,38.2,19,45.6,0.036,4.9
9.6,17.2,29.6,11,3.5,2.7,63,8.6,39,40.3,18.1,40.5,0.389,7.1
3.7,9.6,15.3,16,4.6,4.4,49,9.3,17,42.9,18,36.6,0.474,5.6
3.1,8.9,14.9,17,3.8,3.6,49,6.9,20,46.8,17.7,30.8,0.717,7.1
-1.6,5.1,6.8,23,2.8,1.7,39,7.8,52,50.4,17.6,27,0.804,1
-1.5,5.5,6.6,29,3.8,2.8,94,8.4,41,53.5,18.8,25.3,0.787,0.9
-0.6,5.7,7,28,4.5,4,117,11.9,28,56,21.3,25.7,0.623,1.9
3.8,9.6,13.2,26,2.6,2.1,160,6.9,38,57.2,23.2,26.6,0.462,4.2
6.2,15.7,21.5,20,2.6,2.3,190,5.7,26,57.5,23.9,27.1,0.244,6.8
15.4,27.1,41.6,10,2.3,1.9,212,4.3,33,57.2,24.5,28.2,0.078,8.9
48.3,37.9,85.1,1,1.2,1.1,281,3.3,28,56.1,25.4,30.4,0,19.6
132.3,40.3,171.7,1,1.6,1.1,230,2.4,46,54.5,26.3,33.4,0,25.9
200,33.4,232.4,1,1.6,1.1,114,3.7,45,44.1,30.3,58.3,0,33.1
115.8,31.6,146.5,1,2.3,1.8,327,4.1,39,43.9,30.2,58.6,0,25.3
72.5,26.1,97.7,0,2,1.6,96,3.4,38,43.2,28.6,56.2,0,13.3
45.4,22.9,67.2,0,2.2,1.9,123,4.1,31,42.2,28.9,59,0,8
38.3,21.6,58.8,0,1.3,0.6,59,3.3,59,41.8,29.9,62.1,0,6.8
39.4,22.7,61.1,0,2,1.6,71,4,35,42,27.8,57.4,0,7.1
9,19.1,27.8,1,2.3,2.2,73,4.2,21,41.7,26.3,54.4,0,3.9
9.8,18.2,27.7,1,2.9,2.7,59,5.5,21,41.4,25.9,53.8,0.009,4.2
10.6,17.3,27.7,2,1.3,1,17,3.2,36,42.2,26.5,53.4,0.05,5.7
22.2,19.6,41.5,2,1.1,0.7,109,3.5,49,43.9,27.2,51.5,0.107,6.2
47.3,22.1,69.1,3,1.8,0.6,304,3.8,66,46,28.4,50.2,0.211,6.7
13,16.5,29.2,9,2.1,0.5,112,5.1,71,48.1,29.6,48.2,0.419,4
12.1,16.1,27.9,12,2.6,0.9,68,6.4,65,51.3,31,45.5,0.494,4.6
9.6,16,25.3,13,3.2,2.3,125,6.6,43,54.8,32.6,42.6,0.331,6.5
6.1,15.7,21.5,13,10.3,9.3,287,44.9,25,56.2,34.5,43.7,0.13,13.4
1.1,6.2,7.5,19,18.4,18.1,288,42.8,10,49.4,42.1,76,0.03,17.4
1.7,9.6,11.2,13,8.5,7.6,296,17.5,26,46.7,43.6,88.9,0.017,6
4.4,18,21.8,5,4,3.8,275,8.6,19,46.2,43.2,89,0,8.3
4.7,22.9,26.8,1,1.6,0.2,340,4.5,76,46.1,42.8,88.2,0,15
29.4,24.1,52.6,0,3.1,3,172,6.1,17,45.4,43.1,91.4,0,17.2
37.6,22.4,59,0,3.3,3,131,6.7,25,44.1,42.5,94.2,0,22
32.2,19.2,50.7,0,3.3,3,96,6.1,23,42.9,42,96.7,0,27.7
21.1,17,37.4,0,2.5,1.9,84,5,39,42.9,42.6,99.3,0,17.4
1.9,21.1,22.7,8,2.9,2.8,54,5.5,17,50.7,39.7,65.9,0,7.6
11.3,29.5,40.3,0,1.9,1.7,84,4.6,25,47.8,39.3,72.6,0,7.9
15.6,25.1,40.1,1,2.6,2.3,50,5.6,27,46.3,38.6,74.6,0,6.8
7.1,20.1,26.9,3,2.4,1.9,12,5,39,45.1,38.6,77.7,0,5.9
5.5,18.1,23.2,2,2.2,1.5,42,3.7,45,45.6,38,74.8,0,5.4
6.7,19,25.5,0,2,1.6,31,4.4,35,43.7,37.9,79.9,0,6
57.5,20.3,80.3,0,1,0.4,137,3.5,62,42.9,37.3,80.7,0,8.4
140.7,20.8,163.8,2,2.2,1.8,163,4.5,35,42.6,36.8,79.5,0.065,16.9
127.2,43,171.2,-1,0.9,0.2,283,2,70,45.6,37.5,72.9,0.306,21.1
20,16.7,38.5,10,3.5,2.8,147,8.1,37,49.7,35.8,58.7,0.58,7
6.2,10.7,18.6,14,4.9,4.6,140,9.9,19,51.8,35.7,54,0.638,3.5
5.5,13.3,21.9,16,2.3,0.7,200,6.4,67,54.9,35.3,47.8,0.828,5.4
4.6,18.2,25.1,22,3.4,2,253,12.6,51,58.9,32.9,38.2,0.766,8.7
-0.1,3.9,5.4,30,9.9,9.4,277,17.3,18,61.2,29.5,30.2,0.803,0.1
-0.3,2.9,3.9,31,16,15.8,287,28.9,10,60.4,29.3,30.6,0.512,2.1
3.4,7.5,10.8,29,18.1,17.9,291,27,9,56.6,33,40.6,0.269,5.3
3.5,9.4,12.3,28,14.9,14.7,291,26.1,9,54.4,33.3,44.8,0.089,4.9
3.1,11.2,13.8,25,10.7,10.5,288,20.2,11,52.3,34.7,51.1,0.002,3
1.4,4.8,5.9,31,11.9,11.3,315,21.7,18,49.2,36.4,61.2,0,2.9
0.7,0.7,1.1,35,5.7,5.4,329,15,17,47.6,35.1,61.9,0,0.5
0.5,5.1,5.4,30,5.7,3.7,342,13.3,49,47.4,34.8,61.4,0,1
0.5,0.5,0.8,39,10.3,10,305,19.9,15,47.8,32.4,55.1,0,1.2
0.5,1.4,1.6,38,9.5,9.3,299,18.8,12,47.4,30.3,51.3,0,0.8
0.4,1,1.3,37,10.5,10.1,294,20.2,17,46.9,30,51.5,0,1
3.2,3.4,5.1,44,21.5,20.9,251,39.6,14,77.5,26.1,14.9,0,29.5
3.1,3.2,4.8,43,21.1,20.5,256,39.9,14,76,28.3,17.2,0,20.2
3,3.3,4.8,41,20.7,20.2,262,39.1,13,74.1,30.6,20.1,0,18.8
2.8,2.5,3.8,41,22.1,21.5,263,44.6,13,72.5,32.7,23.2,0,23.9
2.6,1.9,3.1,47,25.8,25.2,263,45.1,12,70.9,22,15.8,0,40.6
2.6,2.1,3.2,44,20.8,20.4,278,38.9,10,67.3,20.5,16.7,0,21.1
2.9,2.9,4.3,51,16.5,16.2,289,29.1,11,62.6,13.5,14.8,0,14.9
